Date,Away,Awayscore,Home,Homescore
07-27-2023,Washington Nationals,1,New York Mets,2
07-27-2023,Chicago Cubs,10,St. Louis Cardinals,3
07-28-2023,Seattle Mariners,5,Arizona D'Backs,2
07-28-2023,Milwaukee Brewers,7,Atlanta Braves,10
07-28-2023,New York Yankees,0,Baltimore Orioles,1
07-28-2023,Cleveland Guardians,0,Chicago White Sox,3
07-28-2023,Oakland Athletics,8,Colorado Rockies,5
07-28-2023,Tampa Bay Rays,4,Houston Astros,3
07-28-2023,Minnesota Twins,5,Kansas City Royals,8
07-28-2023,Cincinnati Reds,6,Los Angeles Dodgers,5
07-28-2023,Detroit Tigers,5,Miami Marlins,6
07-28-2023,Washington Nationals,1,New York Mets,5
07-28-2023,Philadelphia Phillies,2,Pittsburgh Pirates,1
07-28-2023,Texas Rangers,1,San Diego Padres,7
07-28-2023,Boston Red Sox,3,San Francisco Giants,2
07-28-2023,Chicago Cubs,3,St. Louis Cardinals,2
07-28-2023,Los Angeles Angels,1,Toronto Blue Jays,4
07-29-2023,Seattle Mariners,3,Arizona D'Backs,4
07-29-2023,Milwaukee Brewers,5,Atlanta Braves,11
07-29-2023,New York Yankees,8,Baltimore Orioles,3
07-29-2023,Cleveland Guardians,2,Chicago White Sox,7
07-29-2023,Oakland Athletics,11,Colorado Rockies,3
07-29-2023,Tampa Bay Rays,4,Houston Astros,17
07-29-2023,Minnesota Twins,7,Kansas City Royals,10
07-29-2023,Cincinnati Reds,2,Los Angeles Dodgers,3
07-29-2023,Detroit Tigers,5,Miami Marlins,0
07-29-2023,Washington Nationals,11,New York Mets,6
07-29-2023,Philadelphia Phillies,6,Pittsburgh Pirates,7
07-29-2023,Texas Rangers,0,San Diego Padres,4
07-29-2023,Boston Red Sox,2,San Francisco Giants,3
07-29-2023,Chicago Cubs,5,St. Louis Cardinals,1
07-29-2023,Los Angeles Angels,1,Toronto Blue Jays,6
07-30-2023,Seattle Mariners,4,Arizona D'Backs,0
07-30-2023,Milwaukee Brewers,6,Atlanta Braves,8
07-30-2023,New York Yankees,3,Baltimore Orioles,9
07-30-2023,Cleveland Guardians,5,Chicago White Sox,0
07-30-2023,Oakland Athletics,0,Colorado Rockies,2
07-30-2023,Tampa Bay Rays,8,Houston Astros,2
07-30-2023,Minnesota Twins,1,Kansas City Royals,2
07-30-2023,Cincinnati Reds,9,Los Angeles Dodgers,0
07-30-2023,Detroit Tigers,6,Miami Marlins,8
07-30-2023,Washington Nationals,2,New York Mets,5
07-30-2023,Philadelphia Phillies,4,Pittsburgh Pirates,6
07-30-2023,Texas Rangers,3,San Diego Padres,5
07-30-2023,Boston Red Sox,3,San Francisco Giants,4
07-30-2023,Chicago Cubs,0,St. Louis Cardinals,3
07-30-2023,Los Angeles Angels,3,Toronto Blue Jays,2
07-31-2023,Los Angeles Angels,4,Atlanta Braves,1
07-31-2023,Cincinnati Reds,6,Chicago Cubs,5
07-31-2023,San Diego Padres,3,Colorado Rockies,4
07-31-2023,Cleveland Guardians,3,Houston Astros,7
07-31-2023,Philadelphia Phillies,4,Miami Marlins,2
07-31-2023,Tampa Bay Rays,5,New York Yankees,1
07-31-2023,Boston Red Sox,2,Seattle Mariners,6
07-31-2023,Arizona D'Backs,4,San Francisco Giants,3
07-31-2023,Baltimore Orioles,4,Toronto Blue Jays,2
07-31-2023,Milwaukee Brewers,3,Washington Nationals,5
08-01-2023,Los Angeles Angels,1,Atlanta Braves,5
08-01-2023,Cincinnati Reds,9,Chicago Cubs,20
08-01-2023,San Diego Padres,8,Colorado Rockies,5
08-01-2023,Cleveland Guardians,0,Houston Astros,2
08-01-2023,New York Mets,6,Kansas City Royals,7
08-01-2023,Oakland Athletics,3,Los Angeles Dodgers,7
08-01-2023,Philadelphia Phillies,3,Miami Marlins,1
08-01-2023,Tampa Bay Rays,5,New York Yankees,2
08-01-2023,Detroit Tigers,1,Pittsburgh Pirates,4
08-01-2023,Boston Red Sox,6,Seattle Mariners,4
08-01-2023,Arizona D'Backs,3,San Francisco Giants,4
08-01-2023,Minnesota Twins,3,St. Louis Cardinals,2
08-01-2023,Chicago White Sox,0,Texas Rangers,2
08-01-2023,Baltimore Orioles,13,Toronto Blue Jays,3
08-01-2023,Milwaukee Brewers,6,Washington Nationals,4
08-02-2023,Los Angeles Angels,5,Atlanta Braves,12
08-02-2023,Cincinnati Reds,6,Chicago Cubs,16
08-02-2023,San Diego Padres,11,Colorado Rockies,1
08-02-2023,Cleveland Guardians,2,Houston Astros,3
08-02-2023,New York Mets,0,Kansas City Royals,4
08-02-2023,Oakland Athletics,1,Los Angeles Dodgers,10
08-02-2023,Philadelphia Phillies,8,Miami Marlins,9
08-02-2023,Tampa Bay Rays,2,New York Yankees,7
08-02-2023,Detroit Tigers,6,Pittsburgh Pirates,3
08-02-2023,Boston Red Sox,3,Seattle Mariners,6
08-02-2023,Arizona D'Backs,2,San Francisco Giants,4
08-02-2023,Minnesota Twins,3,St. Louis Cardinals,7
08-02-2023,Chicago White Sox,1,Texas Rangers,11
08-02-2023,Baltimore Orioles,1,Toronto Blue Jays,4
08-02-2023,Milwaukee Brewers,2,Washington Nationals,3
08-03-2023,Seattle Mariners,5,Los Angeles Angels,3
08-03-2023,Cincinnati Reds,3,Chicago Cubs,5
08-03-2023,New York Mets,2,Kansas City Royals,9
08-03-2023,Oakland Athletics,2,Los Angeles Dodgers,8
08-03-2023,Philadelphia Phillies,4,Miami Marlins,2
08-03-2023,Pittsburgh Pirates,1,Milwaukee Brewers,14
08-03-2023,Houston Astros,3,New York Yankees,4
08-03-2023,Arizona D'Backs,0,San Francisco Giants,1
08-03-2023,Minnesota Twins,5,St. Louis Cardinals,3
08-03-2023,Chicago White Sox,3,Texas Rangers,5
08-03-2023,Baltimore Orioles,6,Toronto Blue Jays,1
08-04-2023,Seattle Mariners,9,Los Angeles Angels,7
08-04-2023,New York Mets,3,Baltimore Orioles,10
08-04-2023,Toronto Blue Jays,7,Boston Red Sox,3
08-04-2023,Atlanta Braves,8,Chicago Cubs,0
08-04-2023,Washington Nationals,6,Cincinnati Reds,3
08-04-2023,Chicago White Sox,2,Cleveland Guardians,4
08-04-2023,Tampa Bay Rays,8,Detroit Tigers,0
08-04-2023,Pittsburgh Pirates,8,Milwaukee Brewers,4
08-04-2023,Arizona D'Backs,2,Minnesota Twins,3
08-04-2023,Houston Astros,7,New York Yankees,3
08-04-2023,Kansas City Royals,7,Philadelphia Phillies,5
08-04-2023,Los Angeles Dodgers,10,San Diego Padres,5
08-04-2023,Colorado Rockies,9,St. Louis Cardinals,4
08-04-2023,Miami Marlins,2,Texas Rangers,6
08-05-2023,Seattle Mariners,3,Los Angeles Angels,2
08-05-2023,New York Mets,3,Baltimore Orioles,7
08-05-2023,Toronto Blue Jays,5,Boston Red Sox,4
08-05-2023,Atlanta Braves,6,Chicago Cubs,8
08-05-2023,Washington Nationals,7,Cincinnati Reds,3
08-05-2023,Chicago White Sox,7,Cleveland Guardians,4
08-05-2023,Tampa Bay Rays,2,Detroit Tigers,4
08-05-2023,Pittsburgh Pirates,2,Milwaukee Brewers,3
08-05-2023,Arizona D'Backs,1,Minnesota Twins,12
08-05-2023,Houston Astros,1,New York Yankees,3
08-05-2023,San Francisco Giants,1,Oakland Athletics,2
08-05-2023,Kansas City Royals,6,Philadelphia Phillies,9
08-05-2023,Los Angeles Dodgers,3,San Diego Padres,8
08-05-2023,Colorado Rockies,2,St. Louis Cardinals,6
08-05-2023,Miami Marlins,8,Texas Rangers,9
08-06-2023,Seattle Mariners,3,Los Angeles Angels,2
08-06-2023,New York Mets,0,Baltimore Orioles,2
08-06-2023,Toronto Blue Jays,13,Boston Red Sox,1
08-06-2023,Atlanta Braves,4,Chicago Cubs,6
08-06-2023,Washington Nationals,6,Cincinnati Reds,3
08-06-2023,Chicago White Sox,5,Cleveland Guardians,3
08-06-2023,Tampa Bay Rays,10,Detroit Tigers,6
08-06-2023,Pittsburgh Pirates,4,Milwaukee Brewers,1
08-06-2023,Arizona D'Backs,3,Minnesota Twins,5
08-06-2023,Houston Astros,9,New York Yankees,7
08-06-2023,San Francisco Giants,6,Oakland Athletics,8
08-06-2023,Kansas City Royals,4,Philadelphia Phillies,8
08-06-2023,Los Angeles Dodgers,8,San Diego Padres,2
08-06-2023,Colorado Rockies,1,St. Louis Cardinals,0
08-06-2023,Miami Marlins,0,Texas Rangers,6
08-07-2023,San Francisco Giants,8,Los Angeles Angels,3
08-07-2023,Kansas City Royals,2,Boston Red Sox,6
08-07-2023,New York Yankees,1,Chicago White Sox,5
08-07-2023,Miami Marlins,2,Cincinnati Reds,5
08-07-2023,Toronto Blue Jays,3,Cleveland Guardians,1
08-07-2023,Minnesota Twins,9,Detroit Tigers,3
08-07-2023,Colorado Rockies,1,Milwaukee Brewers,12
08-07-2023,Chicago Cubs,2,New York Mets,11
08-07-2023,Texas Rangers,5,Oakland Athletics,3
08-07-2023,Atlanta Braves,6,Pittsburgh Pirates,7
08-07-2023,Los Angeles Dodgers,13,San Diego Padres,7
08-08-2023,San Francisco Giants,5,Los Angeles Angels,7
08-08-2023,Los Angeles Dodgers,5,Arizona D'Backs,4
08-08-2023,Houston Astros,7,Baltimore Orioles,6
08-08-2023,Kansas City Royals,9,Boston Red Sox,3
08-08-2023,New York Yankees,7,Chicago White Sox,1
08-08-2023,Miami Marlins,3,Cincinnati Reds,2
08-08-2023,Toronto Blue Jays,0,Cleveland Guardians,1
08-08-2023,Minnesota Twins,0,Detroit Tigers,6
08-08-2023,Colorado Rockies,7,Milwaukee Brewers,3
08-08-2023,Chicago Cubs,3,New York Mets,2
08-08-2023,Texas Rangers,6,Oakland Athletics,1
08-08-2023,Washington Nationals,4,Philadelphia Phillies,8
08-08-2023,Washington Nationals,5,Philadelphia Phillies,4
08-08-2023,Atlanta Braves,8,Pittsburgh Pirates,6
08-08-2023,San Diego Padres,0,Seattle Mariners,2
08-08-2023,St. Louis Cardinals,2,Tampa Bay Rays,4
08-09-2023,San Francisco Giants,1,Los Angeles Angels,4
08-09-2023,Los Angeles Dodgers,2,Arizona D'Backs,0
08-09-2023,Houston Astros,8,Baltimore Orioles,2
08-09-2023,Kansas City Royals,3,Boston Red Sox,4
08-09-2023,New York Yankees,2,Chicago White Sox,9
08-09-2023,Miami Marlins,5,Cincinnati Reds,4
08-09-2023,Toronto Blue Jays,1,Cleveland Guardians,0
08-09-2023,Minnesota Twins,5,Detroit Tigers,9
08-09-2023,Colorado Rockies,6,Milwaukee Brewers,7
08-09-2023,Chicago Cubs,3,New York Mets,4
08-09-2023,Texas Rangers,0,Oakland Athletics,2
08-09-2023,Washington Nationals,0,Philadelphia Phillies,7
08-09-2023,Atlanta Braves,6,Pittsburgh Pirates,5
08-09-2023,San Diego Padres,1,Seattle Mariners,6
08-09-2023,St. Louis Cardinals,6,Tampa Bay Rays,4
08-10-2023,Houston Astros,4,Baltimore Orioles,5
08-10-2023,Kansas City Royals,0,Boston Red Sox,2
08-10-2023,Toronto Blue Jays,3,Cleveland Guardians,4
08-10-2023,Minnesota Twins,0,Detroit Tigers,3
08-10-2023,Colorado Rockies,1,Los Angeles Dodgers,2
08-10-2023,Washington Nationals,2,Philadelphia Phillies,6
08-10-2023,Atlanta Braves,5,Pittsburgh Pirates,7
08-10-2023,St. Louis Cardinals,5,Tampa Bay Rays,2
08-11-2023,San Diego Padres,10,Arizona D'Backs,5
08-11-2023,Detroit Tigers,2,Boston Red Sox,5
08-11-2023,Milwaukee Brewers,7,Chicago White Sox,6
08-11-2023,Los Angeles Angels,3,Houston Astros,11
08-11-2023,St. Louis Cardinals,8,Kansas City Royals,12
08-11-2023,Colorado Rockies,1,Los Angeles Dodgers,6
08-11-2023,New York Yankees,9,Miami Marlins,4
08-11-2023,Atlanta Braves,7,New York Mets,0
08-11-2023,Minnesota Twins,2,Philadelphia Phillies,13
08-11-2023,Cincinnati Reds,9,Pittsburgh Pirates,2
08-11-2023,Baltimore Orioles,2,Seattle Mariners,9
08-11-2023,Texas Rangers,2,San Francisco Giants,1
08-11-2023,Cleveland Guardians,8,Tampa Bay Rays,9
08-11-2023,Chicago Cubs,6,Toronto Blue Jays,2
08-11-2023,Oakland Athletics,2,Washington Nationals,8
08-12-2023,San Diego Padres,0,Arizona D'Backs,3
08-12-2023,Detroit Tigers,6,Boston Red Sox,2
08-12-2023,Milwaukee Brewers,3,Chicago White Sox,2
08-12-2023,Los Angeles Angels,3,Houston Astros,11
08-12-2023,St. Louis Cardinals,5,Kansas City Royals,4
08-12-2023,Colorado Rockies,1,Los Angeles Dodgers,4
08-12-2023,New York Yankees,1,Miami Marlins,3
08-12-2023,Atlanta Braves,21,New York Mets,3
08-12-2023,Atlanta Braves,6,New York Mets,0
08-12-2023,Minnesota Twins,8,Philadelphia Phillies,1
08-12-2023,Baltimore Orioles,1,Seattle Mariners,0
08-12-2023,Texas Rangers,9,San Francisco Giants,3
08-12-2023,Cleveland Guardians,5,Tampa Bay Rays,6
08-12-2023,Chicago Cubs,5,Toronto Blue Jays,4
08-12-2023,Oakland Athletics,2,Washington Nationals,3
08-13-2023,San Diego Padres,4,Arizona D'Backs,5
08-13-2023,Detroit Tigers,3,Boston Red Sox,6
08-13-2023,Milwaukee Brewers,7,Chicago White Sox,3
08-13-2023,Los Angeles Angels,2,Houston Astros,1
08-13-2023,Colorado Rockies,3,Los Angeles Dodgers,8
08-13-2023,New York Yankees,7,Miami Marlins,8
08-13-2023,Atlanta Braves,6,New York Mets,7
08-13-2023,Minnesota Twins,3,Philadelphia Phillies,0
08-13-2023,Cincinnati Reds,2,Pittsburgh Pirates,4
08-13-2023,Cincinnati Reds,6,Pittsburgh Pirates,5
08-13-2023,Baltimore Orioles,5,Seattle Mariners,3
08-13-2023,Texas Rangers,2,San Francisco Giants,3
08-13-2023,Cleveland Guardians,9,Tampa Bay Rays,2
08-13-2023,Chicago Cubs,4,Toronto Blue Jays,11
08-13-2023,Oakland Athletics,7,Washington Nationals,8
08-14-2023,New York Yankees,3,Atlanta Braves,11
08-14-2023,Arizona D'Backs,4,Colorado Rockies,6
08-14-2023,Seattle Mariners,6,Kansas City Royals,7
08-14-2023,Houston Astros,1,Miami Marlins,5
08-14-2023,Pittsburgh Pirates,2,New York Mets,7
08-14-2023,Baltimore Orioles,4,San Diego Padres,1
08-14-2023,Tampa Bay Rays,10,San Francisco Giants,2
08-14-2023,Oakland Athletics,5,St. Louis Cardinals,7
08-14-2023,Los Angeles Angels,0,Texas Rangers,12
08-15-2023,New York Yankees,0,Atlanta Braves,5
08-15-2023,Chicago White Sox,5,Chicago Cubs,3
08-15-2023,Cleveland Guardians,3,Cincinnati Reds,0
08-15-2023,Arizona D'Backs,8,Colorado Rockies,5
08-15-2023,Seattle Mariners,10,Kansas City Royals,8
08-15-2023,Milwaukee Brewers,2,Los Angeles Dodgers,6
08-15-2023,Houston Astros,6,Miami Marlins,5
08-15-2023,Detroit Tigers,3,Minnesota Twins,5
08-15-2023,Pittsburgh Pirates,7,New York Mets,4
08-15-2023,Baltimore Orioles,3,San Diego Padres,10
08-15-2023,Tampa Bay Rays,0,San Francisco Giants,7
08-15-2023,Oakland Athletics,2,St. Louis Cardinals,6
08-15-2023,Los Angeles Angels,3,Texas Rangers,7
08-15-2023,Philadelphia Phillies,1,Toronto Blue Jays,2
08-15-2023,Boston Red Sox,5,Washington Nationals,4
08-16-2023,New York Yankees,0,Atlanta Braves,2
08-16-2023,Chicago White Sox,3,Chicago Cubs,4
08-16-2023,Cleveland Guardians,2,Cincinnati Reds,7
08-16-2023,Arizona D'Backs,9,Colorado Rockies,7
08-16-2023,Seattle Mariners,6,Kansas City Royals,5
08-16-2023,Milwaukee Brewers,1,Los Angeles Dodgers,7
08-16-2023,Houston Astros,12,Miami Marlins,5
08-16-2023,Detroit Tigers,8,Minnesota Twins,7
08-16-2023,Pittsburgh Pirates,3,New York Mets,8
08-16-2023,Baltimore Orioles,2,San Diego Padres,5
08-16-2023,Tampa Bay Rays,6,San Francisco Giants,1
08-16-2023,Oakland Athletics,8,St. Louis Cardinals,0
08-16-2023,Los Angeles Angels,2,Texas Rangers,0
08-16-2023,Philadelphia Phillies,9,Toronto Blue Jays,4
08-16-2023,Boston Red Sox,2,Washington Nationals,6
08-17-2023,Seattle Mariners,6,Kansas City Royals,4
08-17-2023,Milwaukee Brewers,0,Los Angeles Dodgers,1
08-17-2023,Arizona D'Backs,3,San Diego Padres,1
08-17-2023,New York Mets,4,St. Louis Cardinals,2
08-17-2023,Boston Red Sox,7,Washington Nationals,10
08-18-2023,Tampa Bay Rays,9,Los Angeles Angels,6
08-18-2023,San Francisco Giants,0,Atlanta Braves,4
08-18-2023,Kansas City Royals,4,Chicago Cubs,3
08-18-2023,Toronto Blue Jays,0,Cincinnati Reds,1
08-18-2023,Detroit Tigers,4,Cleveland Guardians,2
08-18-2023,Detroit Tigers,1,Cleveland Guardians,4
08-18-2023,Chicago White Sox,1,Colorado Rockies,14
08-18-2023,Seattle Mariners,2,Houston Astros,0
08-18-2023,Miami Marlins,11,Los Angeles Dodgers,3
08-18-2023,Pittsburgh Pirates,1,Minnesota Twins,5
08-18-2023,Boston Red Sox,8,New York Yankees,3
08-18-2023,Baltimore Orioles,9,Oakland Athletics,4
08-18-2023,Arizona D'Backs,0,San Diego Padres,4
08-18-2023,New York Mets,7,St. Louis Cardinals,1
08-18-2023,Milwaukee Brewers,9,Texas Rangers,8
08-18-2023,Philadelphia Phillies,7,Washington Nationals,8
08-19-2023,Tampa Bay Rays,6,Los Angeles Angels,7
08-19-2023,Tampa Bay Rays,18,Los Angeles Angels,4
08-19-2023,San Francisco Giants,5,Atlanta Braves,6
08-19-2023,Kansas City Royals,4,Chicago Cubs,6
08-19-2023,Toronto Blue Jays,4,Cincinnati Reds,3
08-19-2023,Detroit Tigers,4,Cleveland Guardians,3
08-19-2023,Chicago White Sox,5,Colorado Rockies,11
08-19-2023,Seattle Mariners,10,Houston Astros,3
08-19-2023,Miami Marlins,1,Los Angeles Dodgers,3
08-19-2023,Miami Marlins,1,Los Angeles Dodgers,3
08-19-2023,Pittsburgh Pirates,7,Minnesota Twins,4
08-19-2023,Boston Red Sox,8,New York Yankees,1
08-19-2023,Baltimore Orioles,7,Oakland Athletics,2
08-19-2023,Arizona D'Backs,6,San Diego Padres,4
08-19-2023,Arizona D'Backs,8,San Diego Padres,1
08-19-2023,New York Mets,13,St. Louis Cardinals,2
08-19-2023,Milwaukee Brewers,6,Texas Rangers,1
08-19-2023,Philadelphia Phillies,12,Washington Nationals,3
08-20-2023,San Francisco Giants,4,Atlanta Braves,3
08-20-2023,Kansas City Royals,3,Chicago Cubs,4
08-20-2023,Toronto Blue Jays,10,Cincinnati Reds,3
08-20-2023,Detroit Tigers,4,Cleveland Guardians,1
08-20-2023,Chicago White Sox,10,Colorado Rockies,5
08-20-2023,Seattle Mariners,7,Houston Astros,6
08-20-2023,Pittsburgh Pirates,0,Minnesota Twins,2
08-20-2023,Boston Red Sox,6,New York Yankees,5
08-20-2023,Baltimore Orioles,12,Oakland Athletics,1
08-20-2023,New York Mets,3,St. Louis Cardinals,7
08-20-2023,Milwaukee Brewers,6,Texas Rangers,2
08-20-2023,Philadelphia Phillies,3,Washington Nationals,4
08-21-2023,Texas Rangers,3,Arizona D'Backs,4
08-21-2023,New York Mets,10,Atlanta Braves,4
08-21-2023,Seattle Mariners,14,Chicago White Sox,2
08-21-2023,Chicago Cubs,7,Detroit Tigers,6
08-21-2023,Boston Red Sox,4,Houston Astros,9
08-21-2023,Kansas City Royals,4,Oakland Athletics,6
08-21-2023,San Francisco Giants,4,Philadelphia Phillies,10
08-21-2023,St. Louis Cardinals,1,Pittsburgh Pirates,11
08-21-2023,Miami Marlins,2,San Diego Padres,6
08-22-2023,Cincinnati Reds,4,Los Angeles Angels,3
08-22-2023,Texas Rangers,3,Arizona D'Backs,6
08-22-2023,New York Mets,2,Atlanta Braves,3
08-22-2023,Toronto Blue Jays,6,Baltimore Orioles,3
08-22-2023,Seattle Mariners,6,Chicago White Sox,3
08-22-2023,Los Angeles Dodgers,3,Cleveland Guardians,8
08-22-2023,Chicago Cubs,6,Detroit Tigers,8
08-22-2023,Boston Red Sox,3,Houston Astros,7
08-22-2023,Minnesota Twins,3,Milwaukee Brewers,7
08-22-2023,Washington Nationals,2,New York Yankees,1
08-22-2023,Kansas City Royals,4,Oakland Athletics,5
08-22-2023,San Francisco Giants,3,Philadelphia Phillies,4
08-22-2023,St. Louis Cardinals,3,Pittsburgh Pirates,6
08-22-2023,Miami Marlins,3,San Diego Padres,0
08-22-2023,Colorado Rockies,4,Tampa Bay Rays,12
08-23-2023,Cincinnati Reds,9,Los Angeles Angels,4
08-23-2023,Cincinnati Reds,7,Los Angeles Angels,3
08-23-2023,New York Mets,0,Atlanta Braves,7
08-23-2023,Toronto Blue Jays,0,Baltimore Orioles,7
08-23-2023,Seattle Mariners,4,Chicago White Sox,5
08-23-2023,Los Angeles Dodgers,6,Cleveland Guardians,1
08-23-2023,Chicago Cubs,6,Detroit Tigers,4
08-23-2023,Boston Red Sox,7,Houston Astros,5
08-23-2023,Minnesota Twins,7,Milwaukee Brewers,8
08-23-2023,Washington Nationals,1,New York Yankees,9
08-23-2023,Kansas City Royals,4,Oakland Athletics,0
08-23-2023,San Francisco Giants,8,Philadelphia Phillies,6
08-23-2023,St. Louis Cardinals,6,Pittsburgh Pirates,4
08-23-2023,Miami Marlins,0,San Diego Padres,4
08-23-2023,Colorado Rockies,5,Tampa Bay Rays,6
08-24-2023,Cincinnati Reds,2,Arizona D'Backs,3
08-24-2023,Toronto Blue Jays,3,Baltimore Orioles,5
08-24-2023,Oakland Athletics,8,Chicago White Sox,5
08-24-2023,Los Angeles Dodgers,9,Cleveland Guardians,3
08-24-2023,Boston Red Sox,17,Houston Astros,1
08-24-2023,Texas Rangers,5,Minnesota Twins,7
08-24-2023,Washington Nationals,6,New York Yankees,5
08-24-2023,Chicago Cubs,5,Pittsburgh Pirates,4
08-24-2023,Colorado Rockies,3,Tampa Bay Rays,5
08-25-2023,Cincinnati Reds,8,Arizona D'Backs,10
08-25-2023,Colorado Rockies,4,Baltimore Orioles,5
08-25-2023,Los Angeles Dodgers,7,Boston Red Sox,4
08-25-2023,Oakland Athletics,12,Chicago White Sox,4
08-25-2023,Houston Astros,1,Detroit Tigers,4
08-25-2023,Washington Nationals,7,Miami Marlins,4
08-25-2023,San Diego Padres,3,Milwaukee Brewers,7
08-25-2023,Texas Rangers,2,Minnesota Twins,12
08-25-2023,Los Angeles Angels,3,New York Mets,1
08-25-2023,St. Louis Cardinals,2,Philadelphia Phillies,7
08-25-2023,Chicago Cubs,1,Pittsburgh Pirates,2
08-25-2023,Kansas City Royals,5,Seattle Mariners,7
08-25-2023,Atlanta Braves,5,San Francisco Giants,1
08-25-2023,New York Yankees,6,Tampa Bay Rays,2
08-25-2023,Cleveland Guardians,5,Toronto Blue Jays,2
08-26-2023,Cincinnati Reds,8,Arizona D'Backs,7
08-26-2023,Colorado Rockies,4,Baltimore Orioles,5
08-26-2023,Los Angeles Dodgers,5,Boston Red Sox,8
08-26-2023,Oakland Athletics,2,Chicago White Sox,6
08-26-2023,Houston Astros,9,Detroit Tigers,2
08-26-2023,Washington Nationals,3,Miami Marlins,2
08-26-2023,San Diego Padres,4,Milwaukee Brewers,5
08-26-2023,Texas Rangers,6,Minnesota Twins,2
08-26-2023,Los Angeles Angels,5,New York Mets,3
08-26-2023,St. Louis Cardinals,1,Philadelphia Phillies,12
08-26-2023,Chicago Cubs,10,Pittsburgh Pirates,6
08-26-2023,Kansas City Royals,2,Seattle Mariners,15
08-26-2023,Atlanta Braves,7,San Francisco Giants,3
08-26-2023,New York Yankees,0,Tampa Bay Rays,3
08-26-2023,Cleveland Guardians,3,Toronto Blue Jays,8
08-27-2023,Cincinnati Reds,2,Arizona D'Backs,5
08-27-2023,Colorado Rockies,4,Baltimore Orioles,3
08-27-2023,Los Angeles Dodgers,7,Boston Red Sox,4
08-27-2023,Oakland Athletics,1,Chicago White Sox,6
08-27-2023,Houston Astros,17,Detroit Tigers,4
08-27-2023,Washington Nationals,1,Miami Marlins,2
08-27-2023,San Diego Padres,6,Milwaukee Brewers,10
08-27-2023,Texas Rangers,6,Minnesota Twins,7
08-27-2023,Los Angeles Angels,2,New York Mets,3
08-27-2023,St. Louis Cardinals,0,Philadelphia Phillies,3
08-27-2023,Chicago Cubs,10,Pittsburgh Pirates,1
08-27-2023,Kansas City Royals,2,Seattle Mariners,3
08-27-2023,Atlanta Braves,5,San Francisco Giants,8
08-27-2023,New York Yankees,4,Tampa Bay Rays,7
08-27-2023,Cleveland Guardians,10,Toronto Blue Jays,7
08-28-2023,Chicago White Sox,0,Baltimore Orioles,9
08-28-2023,Houston Astros,13,Boston Red Sox,5
08-28-2023,Milwaukee Brewers,6,Chicago Cubs,2
08-28-2023,Atlanta Braves,14,Colorado Rockies,4
08-28-2023,New York Yankees,4,Detroit Tigers,1
08-28-2023,Pittsburgh Pirates,5,Kansas City Royals,0
08-28-2023,Arizona D'Backs,4,Los Angeles Dodgers,7
08-28-2023,Cleveland Guardians,6,Minnesota Twins,10
08-28-2023,Texas Rangers,4,New York Mets,3
08-28-2023,Los Angeles Angels,4,Philadelphia Phillies,6
08-28-2023,Oakland Athletics,0,Seattle Mariners,7
08-28-2023,Cincinnati Reds,1,San Francisco Giants,4
08-28-2023,San Diego Padres,4,St. Louis Cardinals,1
08-28-2023,Washington Nationals,3,Toronto Blue Jays,6
08-29-2023,Chicago White Sox,3,Baltimore Orioles,9
08-29-2023,Houston Astros,6,Boston Red Sox,2
08-29-2023,Milwaukee Brewers,0,Chicago Cubs,1
08-29-2023,Atlanta Braves,3,Colorado Rockies,1
08-29-2023,New York Yankees,4,Detroit Tigers,2
08-29-2023,Pittsburgh Pirates,6,Kansas City Royals,3
08-29-2023,Arizona D'Backs,1,Los Angeles Dodgers,9
08-29-2023,Tampa Bay Rays,11,Miami Marlins,2
08-29-2023,Cleveland Guardians,4,Minnesota Twins,2
08-29-2023,Texas Rangers,2,New York Mets,1
08-29-2023,Los Angeles Angels,7,Philadelphia Phillies,12
08-29-2023,Oakland Athletics,3,Seattle Mariners,1
08-29-2023,Cincinnati Reds,1,San Francisco Giants,6
08-29-2023,San Diego Padres,5,St. Louis Cardinals,6
08-29-2023,Washington Nationals,5,Toronto Blue Jays,4
08-30-2023,Chicago White Sox,10,Baltimore Orioles,5
08-30-2023,Houston Astros,7,Boston Red Sox,4
08-30-2023,Milwaukee Brewers,2,Chicago Cubs,3
08-30-2023,Atlanta Braves,7,Colorado Rockies,3
08-30-2023,New York Yankees,6,Detroit Tigers,2
08-30-2023,Pittsburgh Pirates,4,Kansas City Royals,1
08-30-2023,Arizona D'Backs,0,Los Angeles Dodgers,7
08-30-2023,Tampa Bay Rays,3,Miami Marlins,0
08-30-2023,Cleveland Guardians,5,Minnesota Twins,2
08-30-2023,Texas Rangers,5,New York Mets,6
08-30-2023,Los Angeles Angels,10,Philadelphia Phillies,8
08-30-2023,Oakland Athletics,4,Seattle Mariners,5
08-30-2023,Cincinnati Reds,4,San Francisco Giants,1
08-30-2023,San Diego Padres,4,St. Louis Cardinals,5
08-30-2023,Washington Nationals,0,Toronto Blue Jays,7
08-31-2023,New York Yankees,3,Detroit Tigers,4
08-31-2023,Atlanta Braves,8,Los Angeles Dodgers,7
08-31-2023,San Francisco Giants,7,San Diego Padres,2
08-31-2023,Miami Marlins,6,Washington Nationals,1
09-01-2023,Baltimore Orioles,2,Arizona D'Backs,4
09-01-2023,Detroit Tigers,4,Chicago White Sox,2
09-01-2023,Chicago Cubs,6,Cincinnati Reds,2
